等级,法术名称,派系,施法时间,施法距离,法术成分,持续时间,专注,豁免,仪式,施法材料,法术说明,法术升阶,诗人,牧师,德鲁伊,圣武士,游侠,术士,邪术士,法师
5,Wall of Stone 石墙术,塑能,1个动作,120尺,V S M,10分钟,专注,敏捷,,一小块花岗岩,"一面坚硬的非魔法石墙出现在法术距离内你选择的一点。这面石墙厚达6英尺，由十个十英尺见方板块组成。每块板块都必须要和至少一块其他板块相连。另外，你也可以选择让十个10英尺x20英尺的板块来组成石墙，但代价是厚度只有3英尺。
如果石墙形成时穿过了某个生物所占据的空间，则该生物会被推到石墙的一侧（由你决定推到哪一侧）。如果该生物即将被石墙完全包围住（或被石墙和另一个坚硬的平面包围），则它可以进行一次敏捷豁免检定。若豁免成功，则它可以采取一个反应来以正常速度移动，从而避免被墙围住。
你可以将石墙塑成你想要的任何形状，但它不能与其他生物或物体占据同一个空间。该墙不必垂直于地面，也不需要地基；但是，它必须由稳固的既有石块中延伸出来。因此，你可以使用该法术创造一条跨越峡谷的桥梁或是造出一个斜坡。若悬空石板的跨度超过20英尺，则它需要支撑，这使得石板的面积减半。你可以对石墙进行粗略的塑形，造出锯齿、城垛等。
该墙是一个可以受到伤害而被打破的石制物体。每块板块的AC都是15，每一英寸厚有30点生命值。当一块板块的生命值降到0时，该板块会被摧毁，而且与它相连的板块也可能会崩塌（具体由DM判断）。
如果你在整个法术时效内一直保持住该法术的专注，则石墙将永久存在并且不能被解除。如果你没有这么做，则石墙在法术结束时即刻消失。",,,,德鲁伊,,,术士,,法师
6,Wall of Thorns 棘墙术,咒法,1个动作,120尺,V S M,10分钟,专注,敏捷,,少量荆棘,"你创造出一面坚韧、纠缠、长满锐利棘刺的灌木之墙。棘墙出现在法术距离内一块坚实的地面上并且持续存在到法术失效为止。你可以造出长度不超过60英尺、高度不超过10英尺、厚度不超过5英尺的直线型棘墙，也可以用棘墙围成一个直径20英尺、高度不超过20英尺、厚度不超过5英尺的圆环。棘墙会阻挡视线。
当棘墙出现时，所有位于棘墙区域内的生物都要进行一次敏捷豁免检定。若一个生物豁免失败，它将受到7d8点穿刺伤害；豁免成功则只受一半伤害。
生物可以移动穿过棘墙，但这是个十分缓慢且痛苦的过程。生物在棘墙中每移动1英尺要消耗4英尺的移动力。另外，当一个生物在一回合中第一次进入棘墙时或在棘墙里结束它的回合时，该生物必须进行一次敏捷豁免检定。若豁免失败，该生物将受到7d8点挥砍伤害；豁免成功则只受一半伤害。",当你使用7环或更高的法术位施放该法术时，使用的法术位每高一环，两种类型的伤害就都增加1d8。,,,德鲁伊,,,,,
2,Warding Bond 守护之链,防护,1个动作,接触,V S M,1小时, ,,,一对单个价值至少50金币的白金戒指，你和目标在法术时效内必须一直戴着,"你触碰一个自愿的生物，让这道法术的魔力保护它。这道法术在你和目标之间建立一种神秘的连接，一直持续到法术结束为止。当目标位于你身边60英尺以内时，它在AC和豁免检定上有+1加值，并且对所有伤害具有抗性。另外，每当目标受到伤害时，你也会受到同样点数的伤害。
若你的生命值降到0或你和目标分离超过60英尺，则法术结束。如果该法术被再次施放在两个被连接的生物中任意一方上，则法术同样会结束。你也可以花费一个动作来解除该法术。",,,牧师,,,,,,
3,Water Breathing 水下呼吸,变化,1个动作,30尺,V S M,24小时,,,,一截芦苇或稻草,在法术结束前，这道法术让法术距离内你能看见的最多十个自愿生物获得在水下呼吸的能力。受术者依然保有它们正常的呼吸能力。,,,,德鲁伊,,游侠,术士,,法师
3,Water Walk 水面行走,变化,1个动作,30尺,V S M,1小时,专注,,仪式,一个软木塞,"这道法术使受术者获得行走在任何液体表面——例如流水、酸液、泥浆、雪地、流沙或熔岩——上面都能如履平地的能力（走在熔岩上的生物仍会因高热而受伤）。你可以将此能力赋予法术距离内你能看见的最多十个自愿生物，使它们在法术时效内一直拥有这种能力。
如果你选择一个浸没在水中的生物作为该法术的目标，则受术者将会以60英尺/轮的速度上升，直到它浮上液面。",,,牧师,德鲁伊,,游侠,术士,,
2,Web 蛛网术,咒法,1个动作,60尺,V S M,1小时,专注,敏捷/力量,,少量蜘蛛网,"你在法术距离内选中的一点召唤出一大片又厚又粘稠的网状物。以你选中的这点为起点，一个20英尺立方区域中在法术时效内将布满蛛网。这些蛛网视为困难地形，并且在这片区域造成轻度遮蔽。
如果蛛网没有被固定在两个固体中间（例如墙和树）或跨在一片地板、墙壁或天花板中间，则你召唤出的蛛网会自动坍塌，因而法术在你的下一回合开始时即告结束。摊在平面上的蛛网深度是5英尺。
任何在蛛网中开始其回合或在其回合中进入蛛网的生物都要进行一次敏捷豁免检定。若失败，则该生物将被束缚在网中，直到它离开蛛网或挣脱束缚。
被蛛网束缚住的生物可以花费一个动作来尝试挣脱。它要进行一次力量检定对抗你的法术豁免DC，若成功则不再被束缚。
这些蛛网都是可燃物。如果任何一个5英尺立方内的蛛网接触到明火，则这片区域内的蛛网将在一轮内被烧掉。这会对任何在火中开始其回合的生物造成2d4点火焰伤害。",,,,,,,术士,,法师
9,Weird 怪影杀手,幻术,1个动作,120尺,V S,1分钟,专注,感知,,,你利用一群生物最恐惧的事物，在它们的心中创造出一只只有它们自己能看见的虚幻之兽。以法术距离内你选中的一点为球心，一个半径30英尺圆球区域内的所有生物都要进行一次感知豁免检定。若一个生物豁免失败，则该生物在法术结束前陷入恐慌中。这道法术造出的幻像能唤出受术者心中最深的恐惧，使它最恐怖的噩梦显现为一个永远无法摆脱的威胁。若一个生物因该法术陷入恐慌，则它在自己的每回合开始时要进行一次感知豁免检定，若失败则受到4d10精神伤害。若豁免成功，则法术对该生物结束。,,,,,,,,,法师
6,Wind Walk 御风而行,变化,1分钟,30尺,V S M,8小时, ,,,火与圣水,"你和法术距离内你能看见的最多十个自愿生物在法术时效内变成气态形体，看起来就像一缕云雾一样。当一个生物处于这种云雾形态下时，它拥有300英尺的飞行速度，并且对非魔法武器造成的伤害具有抗性。在这种形态下，一个生物不能进行除了冲刺（Dash）和变回原形以外的动作。变回原形要花一分钟的时间，在这段时间内该生物处于乏力状态且不能移动。在法术结束之前，该生物还可以再次变成云雾形态——这样的变形同样要花一分钟时间。
如果法术失效时一个生物正在云雾形态下飞行，该生物将在一分钟内以60英尺/轮的速度降落直到安全着陆。如果该生物降落一分钟后还没有着陆，那么在余下的距离中它将会如正常情况一样坠落。",,,,德鲁伊,,,,,
3,Wind Wall 风墙术,塑能,1个动作,120尺,V S M,1分钟,专注,力量,,一把微型扇子和一根稀有生物的羽毛,"在法术距离内你选择的地点升起了一道烈风之墙。你可以造出长度不超过50英尺、高度不超过15英尺、厚度不超过1英尺的风墙。你可以自由塑造该墙的形状，不过它必须沿着地面形成一条连续的轨道。风墙持续到法术结束为止。
当风墙出现时，所有位于风墙区域内的生物都要进行一次力量豁免检定。若一个生物豁免失败，它将受到3d8点钝击伤害；豁免成功则只受一半伤害。
这里的强风能够吹走雾、烟以及其他气体。体型为小型或更小的生物无法穿过风墙。如果有未固定的轻质物品被带进风墙中，它们将被向上吹飞。对墙后目标射出的箭、矢和其他普通飞行物会被朝上吹去而自动射失。（巨人或攻城器械投出的大石块和类似的飞行物不受影响。）处于气态形体下的生物无法穿过风墙。",,,,德鲁伊,,游侠,,,
9,Wish 祝愿术,咒法,1个动作,自身,V,立即, ,,,,"祈愿术是凡间生物能够施展的最强大的法术。你只需要大声说出你的愿望就能将现实世界的根基操弄于手中。
这道法术最基础的用法是用来模仿任意一个8环或更低的法术。你不需要满足那法术所需的任何前提条件——包括昂贵的法术材料——就可以让那法术起效。
除此之外，你也可以选择创造下列效果中的一种：

·你创造出一个价值不超过25,000金币的物体。该物体不能是魔法物品，并且在任何一个维度上都不能超过300英尺。它将出现在你能看见的一处空地上。
·你让最多二十个你能看见的生物回复全部生命值，并且终止它们身上的一切在高等复原术中描述过的效果。
·你让最多十个你能看见的生物获得对你选择的一种伤害类型的抗力。
·你让最多十个你能看见的生物在八小时内免疫单独一种法术或其他魔法效果。举例来说，你可以使你自己和你的所有同伴免疫巫妖的吸取生命攻击。
·你撤销一件刚刚发生的事件。你强行重投在上一轮中（包括你的前一回合）进行的任何掷骰。现实将自己改变来适应新的掷骰结果。举例来说，祈愿术可以撤销对手的成功豁免、敌人的重击或同伴的失败豁免。你可以迫使检定者在重投中拥有优势或劣势，并且你可以选择是使用重投后的结果还是使用原来的结果。

你也许能靠这道法术达成上述效果以外的结果。你要尽量准确地向DM说出你的愿望。在这种情况下，DM在决定祈愿结果时有很大的自由度；你的愿望越大，出错的概率就越大。也许法术会直接失败，也许你想要的效果只有部分达成，或者你可能会因为表述愿望时措辞不当而遭到意想不到的结果。举例来说，许愿让一个坏人死掉可能会让你穿越到多年之后该坏人已死的一个时间段，使你相当于离开了游戏一样。与此类似，许愿获得一件传说中的魔法物品或神器可能立即将你传送到该物品当前的持有者身边。
施放该法术来达成除了模仿其他法术外的任何目的都会使你承受极大的负担。承受这种负担之后，直到你完成一次长休息之前，你每次施放法术时都要受到一定伤害（伤害数值与施放法术的环数相关，每环1d10点暗蚀伤害）。你无法以任何方式减轻或防止这种伤害。另外，你的力量值在2d4天内降低到3——除非它已经是3或更低。在这段时间内，你每花一整天休息（不从事任何费力的工作），恢复需要的天数就减少2天。最后，如果你承受了这种负担，你将有33%的概率再也无法施放祈愿术。",,,,,,,术士,,法师
